Code	Clade	Order	Family	Species	Tissue Type	Include
RWKR	Core Eudicots/Asterids	Lamiales	Gesneriaceae	Saintpaulia ionantha	leaves	F
FDMM	Core Eudicots/Asterids	Lamiales	Lamiaceae	Rosmarinus officinalis	mature stem and leaves	F
EQDA	Core Eudicots/Asterids	Lamiales	Lamiaceae	Salvia spp.	"flower, leaves"	F
PUCW	Core Eudicots/Asterids	Lamiales	Lamiaceae	Agastache rugosa	shoot (no flower) and root	F
ATYL	Core Eudicots/Asterids	Lamiales	Lamiaceae	Scutellaria montana	young shoot	F
SNNC	Core Eudicots/Asterids	Lamiales	Lamiaceae	Leonurus japonicus	leaves	F
DYFF	Core Eudicots/Asterids	Lamiales	Lamiaceae	Pycnanthemum tenuifolium	leaves	F
FYUH	Core Eudicots/Asterids	Lamiales	Lamiaceae	Lavandula angustifolia	"leaf, stem, flower"	F
BAHE	Core Eudicots/Asterids	Lamiales	Lamiaceae	Solenostemon scutellarioides	"leaves, stem, flowers"	F
DMLT	Core Eudicots/Asterids	Lamiales	Lamiaceae	Vitex agnus-castus	young leaves and flower buds	F
IYDF	Core Eudicots/Asterids	Lamiales	Lamiaceae	Thymus vulgaris	young leaves	F
LRRR	Core Eudicots/Asterids	Lamiales	Lamiaceae	Teucrium chamaedrys	young leaves	F
GETL	Core Eudicots/Asterids	Lamiales	Lamiaceae	Pogostemon sp.	young leaves	F
WHNV	Core Eudicots/Asterids	Lamiales	Lamiaceae	Micromeria fruticosa	leaf	F
FUMQ	Core Eudicots/Asterids	Lamiales	Lamiaceae	Nepeta cataria	leaf	F
UCNM	Core Eudicots/Asterids	Lamiales	Lamiaceae	Ajuga reptans	leaf	F
EAAA	Core Eudicots/Asterids	Lamiales	Lamiaceae	Marrubium vulgare	leaf	F
TAGM	Core Eudicots/Asterids	Lamiales	Lamiaceae	Melissa officinalis	leaf	F
PHCE	Core Eudicots/Asterids	Lamiales	Lamiaceae	Prunella vulgaris	leaf	F
RTNA	Core Eudicots/Asterids	Lamiales	Lamiaceae	Oxera pulchella		F
XMBA	Core Eudicots/Asterids	Lamiales	Lamiaceae	Poliomintha bustamanta	young leaves	F
GNPX	Core Eudicots/Asterids	Lamiales	Lamiaceae	Oxera neriifolia		F
HRUR	Core Eudicots/Asterids	Lamiales	Lentibulariaceae	Utricularia sp.	leaves	F
MXFG	Core Eudicots/Asterids	Lamiales	Lentibulariaceae	Pinguicula agnata	leaves	F
JCMU	Core Eudicots/Asterids	Lamiales	Lentibulariaceae	Pinguicula caudata	leaf	F
TORX	Core Eudicots/Asterids	Lamiales	Oleaceae	Olea europaea	young leaves	F
KTAR	Core Eudicots/Asterids	Lamiales	Oleaceae	Chionanthus retusus	young leaves	F
MZLD	Core Eudicots/Asterids	Lamiales	Oleaceae	Ligustrum sinense	stems and leaves	F
UEEN	Core Eudicots/Asterids	Lamiales	Oleaceae	Forestiera segregata	young leaves	F
FAMO	Core Eudicots/Asterids	Lamiales	Orobanchaceae	Conopholis americana	flower buds	F
WUZV	Core Eudicots/Asterids	Lamiales	Orobanchaceae	Lindenbergia philippensis	open flowers and flower buds	F
ZVFS	Core Eudicots/Asterids	Lamiales	Orobanchaceae	Lindenbergia philippensis	leaves	F
PHOQ	Core Eudicots/Asterids	Lamiales	Orobanchaceae	Orobanche fasciculata	stem (vegetative growth)	F
VTOK	Core Eudicots/Asterids	Lamiales	Orobanchaceae	Orobanche fasciculata	flower buds	F
XMOG	Core Eudicots/Asterids	Lamiales	Orobanchaceae	Epifagus virginiana	buds	F
URZI	Core Eudicots/Asterids	Lamiales	Orobanchaceae	Epifagus virginiana	above ground tissues	F
UMUL	Core Eudicots/Asterids	Lamiales	Paulowniaceae	Paulownia fargesii	leaves	F
ZRIN	Core Eudicots/Asterids	Lamiales	Pedaliaceae	Uncarina grandidieri	"leaves, young flowers"	F
OWAS	Core Eudicots/Asterids	Lamiales	Rehmnniaceae	Rehmannia glutinosa	leaves	F
GNRI	Core Eudicots/Asterids	Lamiales	Plantaginaceae	Digitalis purpurea		F
DCVZ	Core Eudicots/Asterids	Lamiales	Plantaginaceae	Plantago coronopus	leaves	F
YKZB	Core Eudicots/Asterids	Lamiales	Plantaginaceae	Plantago maritima	leaves	F
PTBJ	Core Eudicots/Asterids	Lamiales	Plantaginaceae	Plantago virginica	leaves	F
TPUT	Core Eudicots/Asterids	Lamiales	Plantaginaceae	Antirrhinum majus	young leaves (a few flower buds)	F
EBOL	Core Eudicots/Asterids	Lamiales	Plantaginaceae	Antirrhinum majus	young leaves (a few flower buds)	F
YRHD	Core Eudicots/Asterids	Lamiales	Plantaginaceae	Antirrhinum braun-blanquetii		F
CLRW	Core Eudicots/Asterids	Lamiales	Plantaginaceae	Bacopa caroliniana	young leaves	F
EDXZ	Core Eudicots/Asterids	Lamiales	Schlegeliaceae	Schlegelia violacea		F
GAKQ	Core Eudicots/Asterids	Lamiales	Schlegeliaceae	Schlegelia parasitica	young leaves	F
CWLL	Core Eudicots/Asterids	Lamiales	Schlegeliaceae	Schlegelia parasitica	young leaves	F
SIBR	Core Eudicots/Asterids	Lamiales	Scrophulariaceae	Celsia arcturus	leaf	F
XXYA	Core Eudicots/Asterids	Lamiales	Scrophulariaceae	Verbascum sp.	"leaves,stem, flowers"	F
EJBY	Core Eudicots/Asterids	Lamiales	Scrophulariaceae	Anticharis glandulosa	mature leaf	F
XRLM	Core Eudicots/Asterids	Lamiales	Scrophulariaceae	Buddleja lindleyana	leaves and young flowers	F
GRFT	Core Eudicots/Asterids	Lamiales	Scrophulariaceae	Buddleja sp.	shoot with flowers	F
COBX	Core Eudicots/Asterids	Lamiales	Tetrachondraceae	Polypremum procumbens	young leaves	F
PSHB	Core Eudicots/Asterids	Lamiales	Verbenaceae	Lantana camara	"leaves, young flowers"	F
GCFE	Core Eudicots/Asterids	Lamiales	Verbenaceae	Verbena hastata	"shoot, roots"	F
MQIV	Core Eudicots/Asterids	Lamiales	Verbenaceae	Phyla dulcis	leaf	F
CPOC	Core Eudicots/Asterids	Solanales	Convolvulaceae	Convolvulus arvensis	leaves and stems	F
VXKB	Core Eudicots/Asterids	Solanales	Convolvulaceae	Ipomoea purpurea	"leaf, stem, flower"	F
SDXI	Core Eudicots/Asterids	Solanales	Convolvulaceae	Ipomoea purpurea	leaf	F
QSLH	Core Eudicots/Asterids	Solanales	Convolvulaceae	Ipomoea hederacea	leaf	F
NHAG	Core Eudicots/Asterids	Solanales	Convolvulaceae	Ipomoea nil	leaf	F
ERWT	Core Eudicots/Asterids	Solanales	Convolvulaceae	Ipomoea coccinea	leaf	F
ALUC	Core Eudicots/Asterids	Solanales	Convolvulaceae	Ipomoea quamoclit	leaf	F
EMBR	Core Eudicots/Asterids	Solanales	Convolvulaceae	Ipomoea pubescens	leaf	F
NAUM	Core Eudicots/Asterids	Solanales	Convolvulaceae	Ipomoea lindheimeri	leaf	F
OQBM	Core Eudicots/Asterids	Solanales	Convolvulaceae	Ipomoea indica	leaf	F
IZNU	Core Eudicots/Asterids	Solanales	Convolvulaceae	Ipomoea lobata	leaf	F
AHRN	Core Eudicots/Asterids	Solanales	Convolvulaceae	Cuscuta pentagona	leaves	F
KTWL	Core Eudicots/Asterids	Solanales	Montiniaceae	Kaliphora madagascariensis	leaves	F
BOLZ	Core Eudicots/Asterids	Solanales	Solanaceae	Atropa belladonna	branch with developing fruit	F
DLJZ	Core Eudicots/Asterids	Solanales	Solanaceae	Solanum ptychanthum	leaves and stems	F
GHLP	Core Eudicots/Asterids	Solanales	Solanaceae	Solanum dulcamara	shoot	F
LQJY	Core Eudicots/Asterids	Solanales	Solanaceae	Solanum xanthocarpum	shoot	F
LWCK	Core Eudicots/Asterids	Solanales	Solanaceae	Lycium barbarum	young leaves	F
OSMU	Core Eudicots/Asterids	Solanales	Solanaceae	Lycium sp.	"leaf, stem, flower"	F
UGJI	Core Eudicots/Asterids	Solanales	Solanaceae	Lycopersicon cheesmanii	leaves	F
JNVS	Core Eudicots/Asterids	Solanales	Solanaceae	Datura metel	leaves	F
DLAI	Core Eudicots/Asterids	Solanales	Solanaceae	Solanum lasiophyllum	leaves	F
NMDZ	Core Eudicots/Asterids	Solanales	Solanaceae	Solanum sisymbriifolium	leaves and flower buds	F
MKZR	Core Eudicots/Asterids	Solanales	Solanaceae	Nicotiana sylvestris		F
AIOU	Core Eudicots/Asterids	Solanales	Solanaceae	Brugmansia sanguinea	young shoot	F
CLMX	Core Eudicots/Asterids	Asterid II incertae sedis	Escalloniaceae	Escallonia rubra	leaves	F
CLNU	Core Eudicots/Asterids	Asterid II incertae sedis	Escalloniaceae	Escallonia sp. cv. Newport	leaves	F
TPEM	Core Eudicots/Asterids	Asterid II incertae sedis	Escalloniaceae	Platyspermation crassifolium		F
TQKZ	Core Eudicots/Asterids	Apiales	Apiaceae	Angelica archangelica	leaf	F
CWYJ	Core Eudicots/Asterids	Apiales	Apiaceae	Heracleum lanatum	"flowers, stem, young leaves"	F
EITK	Core Eudicots/Asterids	Apiales	Araliaceae	Hedera helix	aerial root	F
JBYE	Core Eudicots/Asterids	Apiales	Araliaceae	Hedera helix	ground root	F
EDBB	Core Eudicots/Asterids	Apiales	Araliaceae	Polyscias fruticosa		F
OINM	Core Eudicots/Asterids	Apiales	Araliaceae	Hydrocotyle umbellata	young leaves	F
MVSE	Core Eudicots/Asterids	Apiales	Griseliniaceae	Griselinia littoralis	leaves	F
QIKZ	Core Eudicots/Asterids	Apiales	Griseliniaceae	Griselinia racemosa		F
WEQK	Core Eudicots/Asterids	Apiales	Mackinlayaceae	Centella asiatica	"stem, leaf, fruit"	F
AJFN	Core Eudicots/Asterids	Apiales	Myodocarpaceae	Myodocarpus sp.		F
SBZH	Core Eudicots/Asterids	Apiales	Pennatiaceae	Pennantia corymbosa	leaves	F
NTEO	Core Eudicots/Asterids	Apiales	Pittosporaceae	Pittosporum sahnianum	vegetative shoots	F
SALZ	Core Eudicots/Asterids	Apiales	Pittosporaceae	Pittosporum resiniferum	fruit	F
DFYF	Core Eudicots/Asterids	Aquifoliales	Aquifoliaceae	Ilex sp.	young leaves	F
ASMV	Core Eudicots/Asterids	Aquifoliales	Aquifoliaceae	Ilex vomitoria	young leaves	F
SXML	Core Eudicots/Asterids	Aquifoliales	Aquifoliaceae	Ilex paraguariensis	leaves	F
QACK	Core Eudicots/Asterids	Aquifoliales	Helwingiaceae	Helwingia japonica	leaves and flowers	F
GIOY	Core Eudicots/Asterids	Asterales	Argophyllaceae	Corokia cotoneaster	"leaves, veg buds"	F
WSYE	Core Eudicots/Asterids	Asterales	Asteraceae	Conyza canadensis	glyphosate suseptible	F
NUSE	Core Eudicots/Asterids	Asterales	Asteraceae	Conyza canadensis	glyphosate resistant	F
UBLN	Core Eudicots/Asterids	Asterales	Asteraceae	Xanthium strumarium	leaves and stems	F
AFQQ	Core Eudicots/Asterids	Asterales	Asteraceae	Inula helenium	leaves and root	F
DUQG	Core Eudicots/Asterids	Asterales	Asteraceae	Tanacetum parthenium	"flower, floral buds, leaves and stem"	F
OAGK	Core Eudicots/Asterids	Asterales	Asteraceae	Matricaria matricarioides	shoot with flowers	F
TEZA	Core Eudicots/Asterids	Asterales	Asteraceae	Solidago canadensis	shoot with flowers	F
EYKJ	Core Eudicots/Asterids	Asterales	Asteraceae	Silybum marianum	shoot with flower	F
DUNJ	Core Eudicots/Asterids	Asterales	Asteraceae	Helenium autumnale	leaves and flower buds	F
DESP	Core Eudicots/Asterids	Asterales	Asteraceae	Erigeron canadensis	"shoot, flower, root"	F
XRCX	Core Eudicots/Asterids	Asterales	Asteraceae	Aster tataricus	leaves	F
UQAZ	Core Eudicots/Asterids	Asterales	Asteraceae	Flaveria angustifolia	mature leaf	F
EXHX	Core Eudicots/Asterids	Asterales	Asteraceae	Flaveria angustifolia	juvenile leaf	F
ZNZC	Core Eudicots/Asterids	Asterales	Asteraceae	Flaveria bidentis	juvenile leaf	F
QBGG	Core Eudicots/Asterids	Asterales	Asteraceae	Flaveria bidentis	mature leaf	F
LMXP	Core Eudicots/Asterids	Asterales	Asteraceae	Flaveria brownii	juvenile leaf	F
IPUI	Core Eudicots/Asterids	Asterales	Asteraceae	Flaveria brownii	mature leaf	F
DSWR	Core Eudicots/Asterids	Asterales	Asteraceae	Flaveria cronquistii	juvenile leaf	F
KJBH	Core Eudicots/Asterids	Asterales	Asteraceae	Flaveria cronquistii	mature leaf	F
QXWF	Core Eudicots/Asterids	Asterales	Asteraceae	Flaveria kochiana	mature leaf	F
NVSO	Core Eudicots/Asterids	Asterales	Asteraceae	Flaveria palmeri	juvenile leaf	F
GFVW	Core Eudicots/Asterids	Asterales	Asteraceae	Flaveria pringlei	juvenile leaf	F
RZSW	Core Eudicots/Asterids	Asterales	Asteraceae	Flaveria pringlei	mature leaf	F
JZHZ	Core Eudicots/Asterids	Asterales	Asteraceae	Flaveria pubescens	juvenile leaf	F
HXDV	Core Eudicots/Asterids	Asterales	Asteraceae	Flaveria pubescens	mature leaf	F
UYED	Core Eudicots/Asterids	Asterales	Asteraceae	Flaveria sonorensis	juvenile leaf	F
HRVY	Core Eudicots/Asterids	Asterales	Asteraceae	Flaveria trinervia	mature leaf	F
RLCS	Core Eudicots/Asterids	Asterales	Asteraceae	Flaveria trinervia	juvenile leaf	F
HXCD	Core Eudicots/Asterids	Asterales	Asteraceae	Flaveria vaginata	juvenile leaf	F
DDRL	Core Eudicots/Asterids	Asterales	Asteraceae	Tragopogon dubius		F
BMSE	Core Eudicots/Asterids	Asterales	Asteraceae	Senecio rowleyanus	shoot (no flower)	F
FUPX	Core Eudicots/Asterids	Asterales	Asteraceae	Tragopogon pratensis	young leaves	F
KGJF	Core Eudicots/Asterids	Asterales	Asteraceae	Tragopogon porrifolius	young leaves	F
KFZY	Core Eudicots/Asterids	Asterales	Asteraceae	Tragopogon castellanus	young leaves	F
ZGDS	Core Eudicots/Asterids	Asterales	Asteraceae	Lactuca graminifolia	young leaves	F
MMJI	Core Eudicots/Asterids	Asterales	Asteraceae	Lactuca graminifolia	young leaves	F
JNKW	Core Eudicots/Asterids	Asterales	Asteraceae	Cicerbita plumieri	young leaves	F
GUMF	Core Eudicots/Asterids	Asterales	Asteraceae	Anthemis tinctoria	leaf	F
DOVJ	Core Eudicots/Asterids	Asterales	Asteraceae	Leontopodium alpinum	leaf	F
CFRN	Core Eudicots/Asterids	Asterales	Asteraceae	Carthamus lanatus	leaves	F
IZLO	Core Eudicots/Asterids	Asterales	Campanulaceae	Lobelia siphilitica	shoot	F
IHPC	Core Eudicots/Asterids	Asterales	Campanulaceae	Platycodon grandiflorus	leaf	F
HUQC	Core Eudicots/Asterids	Asterales	Goodeniaceae	Scaevola mossambicensis	leaves	F
IXVJ	Core Eudicots/Asterids	Asterales	Menyanthaceae	Menyanthes trifoliata	leaves	F
AUIP	Core Eudicots/Asterids	Asterales	Phellinaceae	Phelline lucida		F
FXGI	Core Eudicots/Asterids	Asterales	Stylidiaceae	Stylidium adnatum		F
HLJG	Core Eudicots/Asterids	Dipsacales	Adoxaceae	Viburnum odoratissimum	young leaves	F
SNBI	Core Eudicots/Asterids	Dipsacales	Adoxaceae	Sambucus canadensis	young leaves and flower buds	F
QRNU	Core Eudicots/Asterids	Dipsacales	Adoxaceae	Sambucus canadensis	young leaves and flower buds	F
CAQZ	Core Eudicots/Asterids	Dipsacales	Caprifoliaceae s. l.	Symphoricarpos sp.	shoot with flowers	F
GSZA	Core Eudicots/Asterids	Dipsacales	Caprifoliaceae	Lonicera japonica	young leaves (some floral buds)	F
JTRM	Core Eudicots/Asterids	Dipsacales	[Dipsacaceae]	Dipsacus asper	shoot (no flower) and root	F
FFFY	Core Eudicots/Asterids	Dipsacales	[Valerianaceae]	Valeriana officinalis	leaves	F
MTII	Monocots	Acorales	Acoraceae	Acorus americanus	whole shoot (no flower) and rhizome	F
DWZT	Monocots	Alismatales	Alismataceae	Sagittaria latifolia	leaf shoots and flower buds	F
MFIN	Monocots	Alismatales	Araceae	Pistia stratiotes	"leaves, roots"	F
COCP	Monocots	Alismatales	Juncaginaceae	Triglochin maritima	leaves	F
BYQM	Monocots	Alismatales	Posidoniaceae	Posidonia australis	meristem and fruits	F
OCWZ	Monocots	Dioscoreales	Dioscoreaceae	Dioscorea villosa	"flower, floral buds, leaves and stem"	F
VVVV	Monocots	Pandanales	Cyclanthaceae	Ludovia sp.	young leaves and flower buds	F
DGXS	Monocots	Pandanales	Pandanaceae	Freycinetia multiflora	young shoot	F
VBHQ	Monocots	Pandanales	Stemonaceae	Stemona tuberosa	leaves	F
SILJ	Monocots	Pandanales	Velloziaceae	Talbotia elegans	young shoots	F
QOXT	Monocots	Pandanales	Velloziaceae	Xerophyta villosa	young shoots	F
NHIX	Monocots	Liliales	Colchicaceae	Colchicum autumnale	bulb and shoot	F
OVRB	Monocots	Liliales	Colchicaceae	Colchicum autumnale	"leaves, fine roots"	F
SFCT	Monocots	Liliales	Colchicaceae	Colchicum autumnale	bulb	F
GDKK	Monocots	Liliales	Colchicaceae	Gloriosa superba	shoot (no flower) and root	F
THEW	Monocots	Liliales	Liliaceae	Lilium sargentiae	leaves	F
AFLV	Monocots	Liliales	Melanthiaceae	Xerophyllum asphodeloides	vegetative shoot	F
OOSO	Monocots	Liliales	Melanthiaceae	Helonias bullata	shoot emerging from bulb	F
MWYQ	Monocots	Liliales	Smilacaceae	Smilax bona-nox	young leaf and tendril shoots	F
PRFO	Monocots	Asparagales	Agapanthaceae	Agapanthus africanus	leaves and buds	F
KXSK	Monocots	Asparagales	Agavaceae	Agave tequilana	whole plant	F
YBML	Monocots	Asparagales	Agavaceae	Yucca brevifolia	flower buds	F
ICNN	Monocots	Asparagales	Agavaceae	Yucca filamentosa	leaf shoots	F
PLBZ	Monocots	Asparagales	Agavaceae	Chlorogalum pomeridianum	leaf shoots	F
CMCY	Monocots	Asparagales	Agavaceae	Hesperaloe parviflora	leaf shoots	F
GJPF	Monocots	Asparagales	Alliaceae	Allium sativum		F
KBXS	Monocots	Asparagales	Alliaceae	Allium commutatum	leaves	F
LDME	Monocots	Asparagales	Amaryllidaceae	Amaryllis belladonna		F
XEUV	Monocots	Asparagales	Amaryllidaceae	Narcissus viridiflorus	young leaf	F
IQYY	Monocots	Asparagales	Amaryllidaceae	Narcissus viridiflorus	young flower	F
DMIN	Monocots	Asparagales	Amaryllidaceae	Phycella aff. cyrtanthoides	leaves	F
JDTY	Monocots	Asparagales	Amaryllidaceae	Rhodophiala pratensis	leaves	F
ZKPF	Monocots	Asparagales	Amaryllidaceae	Traubia modesta	sepals	F
DPFW	Monocots	Asparagales	Amaryllidaceae	Zephyranthes treatiae	leaves and flower buds	F
FGRF	Monocots	Asparagales	Asparagaceae	Asparagus densiflorus	shoots with cladode and flower primordia	F
XFJG	Monocots	Asparagales	Asparagaceae	Maianthemum canadense	"flowers, stems, leaves"	F
RCUX	Monocots	Asparagales	Asparagaceae	Maianthemum sp.		F
UZXL	Monocots	Asparagales	Asparagaceae	Disporopsis pernyi	young leaves	F
JVBR	Monocots	Asparagales	Asphodelaceae	Aloe vera		F
EMJJ	Monocots	Asparagales	Boryaceae	Borya sphaerocephala	leaves and buds	F
FCEL	Monocots	Asparagales	Hemerocallidaceae	Phormium tenax		F
BLAJ	Monocots	Asparagales	Hemerocallidaceae	Hemerocallis spp.	leaves	F
JHUL	Monocots	Asparagales	Hemerocallidaceae	Hemerocallis sp.	leaves	F
KOFB	Monocots	Asparagales	Hyacinthaceae	Urginea maritima	young leaves	F
SVTS	Monocots	Asparagales	Hyacinthaceae	Drimia altissima	leaves	F
YJUG	Monocots	Asparagales	Hypoxidaceae	Curculigo sp.		F
LTZF	Monocots	Asparagales	Iridaceae	Sisyrinchium angustifolium		F
MUMD	Monocots	Asparagales	Laxmanniaceae	Lomandra longifolia		F
VTUS	Monocots	Asparagales	Orchidaceae	Goodyera pubescens	young leaves	F
MTHW	Monocots	Asparagales	Orchidaceae	Platanthera clavellata	young leaves	F
THDM	Monocots	Asparagales	Orchidaceae	Vanilla planifolia		F
XZME	Monocots	Asparagales	Orchidaceae	Drakaea elastica	"leaves, flowers, and buds"	F
CNTZ	Monocots	Asparagales	Orchidaceae	Oncidium sphacelatum	whole plant with flowers	F
JSAG	Monocots	Asparagales	Orchidaceae	Masdevallia yuangensis	"buds, leaves, roots"	F
LELS	Monocots	Asparagales	Orchidaceae	Haemaria discolor	leaf and flower	F
MVRF	Monocots	Asparagales	Ruscaceae	Sansevieria trifasciata		F
HOKG	Monocots	Asparagales	Ruscaceae	Nolina atopocarpa	young leaves and flower buds	F
LSJW	Monocots	Asparagales	Ruscaceae	Ruscus sp.	"fruit, stem, leaves"	F
ONBE	Monocots	Asparagales	Ruscaceae	Eriospermum lancifolia	young leaves	F
RQZP	Monocots	Asparagales	Ruscaceae	Nolina bigelovii	young leaves	F
TCYS	Monocots	Asparagales	Ruscaceae	Peliosanthes minor	young leaves	F
KYNE	Monocots	Asparagales	Tecophilaeaceae	Cyanella orchidiformis		F
RDYY	Monocots	Asparagales	Tecophilaeaceae	Cyanastrum cordifolium		F
IXEM	Monocots	Asparagales	Themidaceae	Brodiaea sierrae		F
WTDE	Monocots	Asparagales	Xanthorrhoeaceae	Johnsonia pubescens	flowers	F
SART	Monocots	Asparagales	Xeronemataceae	Xeronema callistemon		F
QGLJ	Monocots/Commelinids	Arecales	Arecaceae	Cocos nucifera	leaves	F
NSPR	Monocots/Commelinids	Arecales	Arecaceae	Nypa fruticans	leaves	F
HXJE	Monocots/Commelinids	Arecales	Arecaceae	Serenoa repens	young leaves	F
HWUP	Monocots/Commelinids	Arecales	Arecaceae	Sabal bermudana	leaf shoots	F
YMES	Monocots/Commelinids	Arecales	Arecaceae	Typhonium blumei	leaves and buds	F
TZNS	Monocots/Commelinids	Zingiberales	Cannaceae	Canna sp.	young leaves	F
KNKV	Monocots/Commelinids	Zingiberales	Heliconiaceae	Heliconia sp.	young leaves	F
TNWF	Monocots/Commelinids	Zingiberales	Heliconiaceae	Heliconia sp.	young leaves	F
LSKK	Monocots/Commelinids	Zingiberales	Lowiaceae	Orchidantha maxillarioides	flower and leaf buds	F
JNUB	Monocots/Commelinids	Zingiberales	Marantaceae	Maranta leuconeura	leaf and flower buds	F
UOEL	Monocots/Commelinids	Zingiberales	Strelitziaceae	Strelitzia reginae	leaves	F
JQCX	Monocots/Commelinids	Zingiberales	Zingiberaceae	Curcuma longa	young leaves	F
OYLU	Monocots/Commelinids	Zingiberales	Zingiberaceae	Curcuma longa	young leaves	F
BDJQ	Monocots/Commelinids	Zingiberales	Zingiberaceae	Zingiber officinale	young leaves	F
BYPY	Monocots/Commelinids	Poales	Bromeliaceae	Brocchinia reducta	young shoot	F
PWSG	Monocots/Commelinids	Poales	Cyperaceae	Cyperus papyrus	shoot (no flower)	F
XPAF	Monocots/Commelinids	Poales	Cyperaceae	Mapania palustris	leaf shoots	F
WBIB	Monocots/Commelinids	Poales	Cyperaceae	Lepidosperma gibsonii	leaves and buds	F
WXNT	Monocots/Commelinids	Poales	Joinvilleaceae	Joinvillea ascendens	leaf	F
CIEA	Monocots/Commelinids	Poales	Juncaceae	Juncus inflexus	leaves	F
RMVB	Monocots/Commelinids	Poales	Poaceae	Avena fatua	young shoot	F
IADP	Monocots/Commelinids	Poales	Poaceae	Deschampsia cespitosa	leaves	F
YPIC	Monocots/Commelinids	Poales	Poaceae	Microstegium vimineum	leaves and stems	F
YXNR	Monocots/Commelinids	Poales	Poaceae	Triodia aff. bynoei	leaves and buds	F
SOHV	Monocots/Commelinids	Poales	Poaceae	Panicum miliaceum	mature leaf	F
ROEI	Monocots/Commelinids	Poales	Poaceae	Cymbopogon nardus	shoot (no flower)	F
ZENX	Monocots/Commelinids	Poales	Poaceae	Neurachne alopecuroidea	shoot	F
VQYB	Monocots/Commelinids	Poales	Poaceae	Neurachne lanigera	shoot	F
ZMGN	Monocots/Commelinids	Poales	Poaceae	Neurachne munroi	shoot	F
BPKH	Monocots/Commelinids	Poales	Poaceae	Neurachne annularis	shoot	F
BXAY	Monocots/Commelinids	Poales	Poaceae	Neurachne minor	shoot	F
NNOK	Monocots/Commelinids	Poales	Poaceae	Neurachne tenuifolia		F
XUAB	Monocots/Commelinids	Poales	Poaceae	Paraneurachne muelleri		F
WCOR	Monocots/Commelinids	Poales	Poaceae	Thyridolepis multiculmis	shoot	F
XBKS	Monocots/Commelinids	Poales	Poaceae	Thyridolepis mitchelliana	shoot	F
HATH	Monocots/Commelinids	Poales	Poaceae	Aristida stricta	young leaves	F
RCAH	Monocots/Commelinids	Poales	Poaceae	Uniola paniculata	young leaves	F
TIJL	Monocots/Commelinids	Poales	Poaceae	Eleusine coracana	leaf unstressed	F
OMXG	Monocots/Commelinids	Poales	Poaceae	Eleusine coracana	root unstressed	F
CXSJ	Monocots/Commelinids	Poales	Poaceae	Eleusine coracana	root drought	F
PZAP	Monocots/Commelinids	Poales	Poaceae	Eleusine coracana	flower	F
YLWW	Monocots/Commelinids	Poales	Poaceae	Uniola paniculata	young leaves	F
BSTR	Monocots/Commelinids	Poales	Restionaceae	Chondropetalum tectorum	young shoots	F
PPQR	Monocots/Commelinids	Poales	Typhaceae	Typha angustifolia	leaves	F
BRUD	Monocots/Commelinids	Poales	Typhaceae	Typha latifolia	leaf and rhizome shoots	F
